V1,V2,V3
-0.1608243792417434,0.004557101911334434,0.5667622276919172
0.13732695148670754,-0.00929957522269518,-1.4477730837825553
-1.2810627601634303,-0.003956867204435372,-3.4623083952570277
1.1088020553684863,0.0013858408138244366,-1.2724915102974057
-0.5440537332735155,0.0013357950918834382,0.917325374662216
0.2485552227749393,0.00128574936994244,0.3467374228303912
-0.11362154440658954,0.00032010797221541595,-0.2238505290014335
0.3637942372363569,-0.0006455334255116082,-0.07028877000339986
-1.0383915728360185,-0.4206515068237047,0.08327298899463377
0.4648477370862722,-0.8406574802218979,-0.19832660877688013
-0.2152594546187332,-0.1910670257846513,-0.479926206548394
0.2427966063518727,0.4585234286525954,-0.002125332158055271
-0.2425348571952972,0.3822900552510883,0.4756755422322835
0.10884364874193628,0.3060566818495811,0.3687573352714529
-0.11672728330024774,-0.0628893321165927,0.2618391283106223
0.05263857255899,-0.4318353460827665,0.017707323393777286
-0.003937461633016986,-0.11117986477691721,-0.2264244815230677
-0.13154952966092195,0.20947561652893215,-0.018509049109370124
0.20931795989151397,0.05634932172349408,0.18940638330432746
-0.021091940541095918,-0.09677697308194401,-0.04130994118600956
0.02219813457354681,-0.152643323798045,-0.2720262656763466
0.06309929846390519,-0.20850967451414595,-0.18350818489980394
-0.06041394946094932,-0.05146022203130987,-0.09499010412326132
0.02705439739683354,0.10558923045152624,0.04893171567819875
-0.09414053186706144,-0.011891610316761808,0.1928535354796588
0.04052445927200237,-0.12937245108504986,0.027564856740361993
-0.003354358343409389,-0.033377354753822766,-0.13772382199893482
-0.031576233215541184,0.06261774157740432,0.12839449565572605
0.007991946148836918,0.331071516052982,0.3945128133103869
-0.036052209924267775,0.5995252905285596,0.36433627229989535
-0.044123627665531295,0.26821392123263477,0.3341597312894038
-0.01034956963361628,-0.06309744806329008,0.12181863166363599
0.0046663041521914465,0.1909760446405721,-0.09052246796213184
-0.1415870444460273,0.4450495373444343,0.12768323971098708
0.0651281744656486,0.1102776792270797,0.345888947384106
0.4279005046731372,-0.22449417889027493,0.04129071981339433
-0.15207649488310634,-0.053089710059870954,-0.26330750775731737
0.06786364964509607,0.11831475877053302,0.02804382366910546
-0.10053394472980733,0.0292857221481366,0.3193951550955283
0.0036198748346780436,-0.05974331447425981,0.001540961325785739
0.4831549701788712,0.1309327530384034,-0.3163132324439568
-0.2178361540858653,0.32160882055106665,-0.017884035003614962
0.0723729741061022,0.06487259543089535,0.2805451624367269
-0.0319363166308169,-0.19186362968927592,0.027672662431705297
0.9408373209968864,-0.045664511495982135,-0.2251998375733163
-0.42403972758516906,0.10053460669731164,-0.14163083186813957
0.21470657152326195,0.024757616254098003,-0.058061826162962876
-0.09410423380703034,-0.051019374189115625,-0.04051964523648635
0.0380598510242272,-0.012571320716946208,-0.022977464310009826
-0.1662991342032044,0.02587673275522321,0.06688929840714812
0.07071906282873278,-0.33407823306365525,0.15675606112430607
-0.03279799635190955,-0.6940331988825338,-0.18051211707820353
0.03497553065376242,-0.11244564975913407,-0.5177802952807131
0.04328538672413888,0.4691418993642656,0.029907915851395184
0.06120509055185076,0.11255924280562596,0.5775961269835035
-0.02526744947530232,-0.2440234137530137,0.12237132607393586
0.08074140227215545,-0.04299843253470262,-0.3328534748356318
-0.07933942450537493,0.15802654868360844,-0.05099967399585087
0.23243331014693075,0.006091332682010231,0.2308541268439301
-0.09130659708551717,-0.14584388331958795,-0.07058199115300132
0.03852030863024157,-0.03471247454697507,-0.3720181091499327
-0.0057098995416206,0.07641893422563781,-0.0925730149611666
0.002531371354941271,0.15809928187855432,0.1868720792275995
0.1437734023530505,0.2397796295314708,0.16185113747729632
0.2862279989885843,0.09509782425476679,0.13683019572699315
0.9149354544191242,-0.04958398102193723,-0.004264807863954001
-0.6848793447459007,-0.011096242346569016,-0.14535981145490115
0.007639740819608831,0.027391496328799204,-0.13978482033692918
-0.01628261544856835,-0.039297280865386634,-0.13420982921895722
0.007751537239151496,-0.10598605805957248,-0.09099204104642052
0.0637659498935802,-0.026234092176058793,-0.047774252873883816
-0.025606840073174725,0.0535178737074549,-0.00832364666927534
-0.8153924467052543,0.29957036822372507,0.03112695953533313
0.3647805027667204,0.5456228627399953,0.24231807042748946
-0.10771438247554313,0.1299335482502228,0.4535091813196458
0.049785436140655656,-0.2857557662395497,0.06328733661680147
0.021799313982077163,-0.12802066891042452,-0.32693450808604285
-0.0109280348897141,0.02971442841870062,-0.052483656828316794
0.0041181995623807395,0.18224866816826915,0.22196719442940932
-0.0012075211856166779,0.3347829079178377,0.5079848415068198
0.007439162937657413,0.08377484813422881,0.7940024885842304
-0.002574467259942668,-0.16723321164938013,0.23785790137196516
0.0013293516457407682,-0.05616675368031736,-0.3182866858403002
-0.030764968344130037,0.05489970428874541,0.5803893199690819
