,V1,V2,V3
0,-0.09216999713443987,-0.007597309660149142,
1,-0.015342550846754094,,0.08830468839884774
2,-0.015427529163689658,0.6520511691606501,
3,-0.4060222824903763,,0.3184839909004312
4,-0.2417480012091177,-0.13092446184862713,
5,-0.10631279051879283,,0.5284364380331319
6,-0.05251660049451527,-0.41799741253678335,
7,-0.17884258545459492,,0.7097980914905647
8,-0.07083522719144059,0.22999394794943084,
9,-0.03750320289959437,,1.3933786188853894
10,-0.012139251622396582,-0.07986940125818459,
11,-0.00274755230497921,,0.6059420061274167
12,-0.15625994212319033,-0.1005627453954132,
13,-0.07825619227689438,,0.3218928472292819
14,-0.06370932410152783,0.27510707913871946,
15,0.33654541127509374,,0.3079690999778355
16,0.21570482638568508,-0.04683143369820782,
17,0.11400576599911941,,1.2564206477224755
18,-0.03473388482199857,-0.08805197334035958,
19,-0.01834007722516868,,0.05493201263877001
20,-0.00928360777902087,0.01737633387204995,
21,-0.1816007136347607,,0.02521382637882598
22,1.0031079079841048,0.028436543646313407,
23,0.5362537307882591,,-0.09153493639442876
24,0.7681038974063017,-0.004975754694854757,
25,0.26812327945125136,,-0.13171276925780268
26,0.5793701790816121,0.002851400542059773,
27,0.05410448098397774,,-0.21393520558131693
28,0.0009750336056598211,-0.018800749488906997,
29,0.016477102308621303,,0.1357601516853461
30,0.00871890236450626,-0.019218487854529356,
31,-1.3066017225132078,,0.3278661870675803
32,-0.8256517650566205,0.3415753159685066,
33,-0.3775278597605841,,-1.0433556666213135
34,0.7106292858789385,-0.24578130222855632,
35,0.45212036792160826,,-0.5408283158945528
36,0.2368300075875246,0.047107191390413305,
37,0.17569340761240526,,0.13269437265836526
38,-0.05678966407090741,-0.007875515089000775,
39,-0.016753428322296246,,0.2188445501292376
40,-0.2535053989439818,-0.04514756616787012,
41,-0.13397292014262682,,0.3638300157718925
42,-0.07102546188956677,-0.19733406796347286,
43,0.014066054149650467,,0.21272238574865124
44,0.004652824839499928,0.05450346788572051,
45,0.17612549380101727,,-0.7738874049729756
46,0.0923174373121281,-0.009401789939567083,
47,0.10732665836662966,,-0.46951962390133434
48,0.10539059902059715,0.006244980724963789,
49,-0.5681434733909985,,-0.2846122816905353
