-0.28727973,1.11039,0.13886152,-0.16038627,0.3310153,0.5760514,0.5671629,0.53685844,0.31594187,0.7721211,0.20029378,0.29888862,0.22895865,0.69144637,0.17061596,0.713635,0.73015655,0.08819908,0.69554884,0.9520643,0.22059788,0.43578306,0.28988022,0.2997847,0.45974907
0.4060959,0.44626802,0.6494902,-0.021616813,0.18760112,-0.14545004,0.13468798,0.5757036,-0.23230128,0.1370867,-0.21564825,-0.028383868,0.006051173,-0.17246464,0.33103666,-0.2402503,-0.093371645,0.31582895,0.18467698,-0.85821105,-0.41714135,-0.5579032,-0.8502651,0.07667141,-0.30542034
-0.07936561,-0.11882677,-1.0979501,0.24097085,-0.01643881,-0.22633147,-0.42405733,-0.40797582,-0.22199086,-0.33081266,-0.40092143,0.012218057,-0.28871602,0.52416456,0.017680342,-0.63736535,0.21581076,0.18986778,-0.2150562,0.18565163,-0.3948666,-0.9610693,-0.33435988,-0.15127196,0.33825725
-1.5137363,-0.36744463,-0.15309762,0.3403249,-0.012246862,-1.213978,0.013707948,-1.8918858,-0.5224278,-0.820703,-1.5524414,-0.5877599,-0.9968185,0.09136764,0.4879246,-1.1666471,-0.12665329,-0.57190603,-0.5589647,-0.039218802,-0.96672905,0.003022012,0.45602405,-0.14692112,0.915084
0.044545316,0.46757835,0.15636516,1.4377757,-0.17604797,-0.6872611,-0.029066652,1.1178556,-0.056809567,0.54645074,0.27500167,0.31901494,-0.28566718,0.6878341,0.107861094,0.696007,0.08390648,-0.20673049,0.9638965,0.37661988,0.56482596,0.03499416,0.35221985,-0.15693146,0.54921037
0.35719344,0.66750765,0.35601908,-0.093024634,0.379955,1.0549493,0.03181806,0.1984155,0.19966877,0.72180737,0.73217,0.7775828,-0.0717223,0.8515965,0.41788915,1.2862243,1.1857547,0.86169577,-0.023506865,0.61756117,0.48296258,0.6440443,0.8487159,0.526561,0.8491637
-0.0910405,0.1519553,0.59735024,0.57830507,-0.26001748,0.9455538,1.0755156,0.2327808,0.07552332,0.27490845,0.71023506,0.36835852,1.3249034,0.33322835,0.61963094,0.94781656,-0.17415524,0.47713828,0.6694817,1.1353606,0.36433867,1.185625,1.3674573,0.35311836,0.4635123
-0.20405624,0.17675944,0.1175421,-0.007166777,0.9318251,-0.93373126,0.08410324,0.11172958,-0.04421779,0.0069389986,-0.4694655,0.2769191,0.028752717,-0.62536604,0.09443379,-0.9524228,0.7704704,0.41277617,0.022549617,-0.44462913,0.29074976,-0.25528336,0.2587759,-0.46586788,-0.99856687
0.23816858,0.24868824,-0.5325418,-0.42084458,0.09477361,0.6471295,0.9080577,-0.32792905,0.30358696,-0.16936866,0.6451287,0.5072277,-0.36948082,-0.3722673,0.5640015,-0.014723232,-0.09010772,0.06749264,0.2296057,0.16901689,0.82887787,-0.014656835,-0.86184234,-0.48234072,-0.46910855
0.26597518,0.45859522,0.028362593,0.6311365,0.18960999,0.82643396,0.12789709,-0.23959083,0.06569277,0.38582495,1.0311807,0.51772994,0.33177575,-0.34612796,0.58324165,0.5115337,0.58606506,0.087726206,-0.8404688,0.36993143,0.24400404,0.053221573,-0.27797347,-0.852733,0.27345234
