-0.28727973,1.11039,0.13886152,-0.16038627,0.3310153,0.5760514,0.5671629,0.53685844,0.31594187,0.7721211,0.20029378,0.29888862,0.22895865,0.69144637,0.17061596,0.713635,0.73015655,0.08819908,0.69554884,0.9520643,0.22059788,0.43578306,0.28988022,0.2997847,0.45974907
0.3055059,0.598728,0.08380015,-0.2961438,0.18760112,-0.44712004,-0.15289203,1.0393237,-0.5198813,0.1370867,-0.21564825,-0.028383868,-0.55865884,-0.96191067,0.33103666,-0.2402503,-0.19007665,0.21877495,0.18467698,-0.85821105,-0.41714135,-0.23145515,-0.9551751,-0.20143859,-0.44417033
-0.34142563,0.10967323,-0.5240101,-0.37644416,-0.01643881,0.101248525,-0.5054463,0.031371177,-0.20632586,-0.33081266,-0.40092143,0.012218057,-0.60741,-0.67663944,0.017680342,-0.63736535,0.95012475,-0.3745622,-0.2150562,0.18565163,-0.4196446,-1.6794993,-0.091579885,0.10042205,0.40130126
-1.4296023,0.48893535,-0.6294176,-0.4556851,-0.012246862,-1.2355131,-0.733192,-1.0435557,-0.7048978,-0.820703,-1.5524414,-0.5877599,-0.7918235,-0.19145136,0.4879246,-0.6286571,-0.10680928,-0.504715,-0.5589647,-0.039218802,-0.57587904,0.651977,0.41034102,-0.59761,1.295514
-0.059944686,0.49149835,0.20214816,0.74193746,-0.17604797,-0.2915711,0.03555615,1.1905595,-0.059377768,0.54645074,0.27500167,0.31901494,-0.019731176,0.52448106,0.107861094,-0.20478302,0.81858546,0.24936952,0.9638965,0.37661988,-0.062594034,-0.37717083,0.30269885,0.35411355,0.6110794
0.032013428,0.9836957,0.27005407,-0.63206864,0.379955,0.7226893,0.43429405,0.0008135072,0.14604476,0.72180737,0.73217,0.7775828,0.4143037,-0.010767527,0.41788915,1.0411322,0.7986626,0.42265576,-0.023506865,0.61756117,0.49943757,0.53944427,0.7899009,0.25827903,0.98954374
-0.2476205,0.76319534,0.44330022,0.17209937,-0.26001748,0.95911074,0.5593027,0.7884978,-0.0016496852,0.27490845,0.71023506,0.36835852,0.08868341,-0.50407976,0.61963094,0.5313065,0.38240448,0.47847018,0.6694817,1.1353606,0.80119867,1.339258,1.2705672,0.36554837,0.7837223
-0.47181624,-0.21476355,-0.3546279,-0.12549678,0.9318251,-0.2685713,0.25505513,0.18597858,0.12540221,0.0069389986,-0.4694655,0.2769191,-0.18536929,0.34213498,0.09443379,-0.7945258,0.7064304,0.28399616,0.022549617,-0.44462913,0.12355974,-0.44686335,0.17491688,0.113043115,-1.1112069
0.05642859,-0.69974274,-0.016121816,0.8394404,0.09477361,0.8239195,0.29854772,-0.07120786,-0.17714304,-0.16936866,0.6451287,0.5072277,0.037720174,-0.0060343174,0.5640015,0.011766068,-0.5620027,0.16501464,0.2296057,0.16901689,0.35529786,-0.52036685,-0.57870234,0.087069266,-0.27036855
0.38202518,0.28222522,-0.1375274,0.03285645,0.18960999,0.731765,-0.05978092,-0.40012282,-0.21950723,0.38582495,1.0311807,0.51772994,0.29141575,0.85455204,0.58324165,0.5111037,0.8796871,0.1898462,-0.8404688,0.36993143,0.572924,0.4834906,-0.13214347,-0.28732404,0.50533236
