time_index,V1,V2
0,8.985613930165566e-05,-0.7010487493072862
1,-0.6471174182577286,-1.1853589053710625
2,-0.002134341746337526,0.30082356419621986
3,-0.004464781294002834,-0.5613888807776499
4,-5.6646082164488605e-05,-0.23585171168012392
5,-0.02464926812381085,-0.5637402054812984
6,-8.413228365321269e-06,-0.5463764342274996
7,-0.010868022572515353,-0.5703768114473485
8,-0.22680466671942026,-0.578662461911852
9,0.06922672204401875,-0.5479734582806521
10,0.06845386642473714,-0.5607750363557266
11,0.49964667212738667,-0.20055764568413548
12,1.2525248613393725e-05,-0.4943516571763509
13,-0.0066271515190692454,-0.556853058604378
14,-0.016219957720605093,-0.5640168896864747
15,-0.36985429116207613,-0.561955295879133
16,0.09480295428036783,-0.7497237814976614
17,-0.13348792599739592,-0.4297976762598493
18,-0.16642026359105422,-0.5714626081818428
19,-0.0008697321101288947,-0.5545569797733823
20,0.3282362145367274,-0.563315187683248
21,0.001326429925731133,-0.43684697191076116
22,-0.10730660744591128,-0.5481365582531159
23,-0.03624567265421911,-0.5590986310767688
24,0.024442780725255492,-0.5614280117655914
25,-0.0004135552928094006,-0.5581144316861304
26,-0.04544663426632778,-0.5190316781485871
27,-0.0012171876276800197,-0.5487234062712966
28,0.041358731986090615,-0.3500478893682746
29,0.7716739932163614,-0.13793882415630543
30,-0.1925707408763178,-0.37985464500447713
31,-0.024580483496348088,-0.783302099793437
32,-0.05192649953273734,-0.02820687199017302
33,-1.4156386187988539,0.4321367565851739
34,-0.07883564432398255,-0.09172753321317073
35,-0.10733510488201517,-0.5676824905807887
36,0.1419951087265684,-1.4318733641668695
37,-0.0002295487689318714,-0.509356597894753
38,-0.42774474672037527,-0.6647095040625295
39,0.02704326516118239,0.10064956651228452
40,-0.004522103922338163,-2.0824281725414213
41,-0.5296604942541308,-0.5622896016344093
42,-0.021240178023301495,-0.4545976480865442
43,-0.020391460504142745,-0.5687168716772862
44,-0.06673579305794997,-0.6125498574170093
45,2.623464918403453e-06,-0.5595333667406082
46,-1.1364185328554643,-0.5770188426241439
47,-0.0019197566122119807,-0.24070046844015666
48,0.10400740264030027,-0.5623383675410611
49,0.06202093033500894,-0.5766046902513281
50,0.13609423896264639,-0.5624374925437284
51,0.1402636161440962,-0.5084165398178159
52,0.32916124889955795,-0.5627900253932806
53,-0.13985428332113686,-0.5316868701684887
54,0.06051381067290343,-0.6000129464906614
55,-0.6444092658928763,-0.48513211683540114
56,-0.021913091922813543,-0.6627389001621923
57,-0.701692906934026,-0.4747052325486437
58,0.11515087002865515,-3.2031723570397816
59,0.23725282841214157,-0.634258738389162
60,-0.0007693754549318627,-0.9484080487101718
61,0.5589004927139636,-0.4581501951748835
62,-0.030717456599461696,-0.474831698042955
63,0.00034168098821657424,-0.7879860666476288
64,0.00035777652209599336,-0.5813176231345784
65,-0.12052134722518343,-0.32347192330382013
66,0.008399694882846302,-0.5582848425312376
67,0.7289856073045033,-0.545596515134638
68,-0.1076672765098366,-0.7712730186758221
69,0.07273936047691919,-0.9097747507562601
70,-0.0003688444316407864,-0.5437202878495556
71,0.5541730872989186,0.6362748518136037
